,Brand,model,Year,Age,kmDriven,Transmission,Owner,FuelType,Price
0,Toyota,Innova,2009.0,15.0,190000.0,Manual,second,Diesel,375000.0
1,Volkswagen,VentoTest,2010.0,14.0,77246.0,Manual,first,Diesel,184999.0
2,Maruti Suzuki,Swift,2017.0,7.0,83500.0,Manual,second,Diesel,565000.0
3,Maruti Suzuki,Baleno,2019.0,5.0,45000.0,Automatic,first,Petrol,685000.0
4,BMW,X3,2014.0,10.0,83000.0,Automatic,first,Diesel,1350000.0
5,Toyota,Innova,2014.0,10.0,168000.0,Manual,second,Diesel,1025000.0
6,Maruti Suzuki,maruti-suzuki-dzire,2020.0,4.0,33759.0,Manual,second,Petrol,622000.0
7,Ford,Ecosport,2017.0,7.0,69713.0,Manual,second,Petrol,649000.0
8,Maruti Suzuki,Alto-K10,2018.0,6.0,70000.0,Automatic,first,Petrol,395000.0
9,Maruti Suzuki,Swift-Dzire,2012.0,12.0,72700.0,Manual,second,Petrol,240000.0
10,Toyota,Corolla,2007.0,17.0,121931.0,Automatic,second,Petrol,201350.0
11,Hyundai,Xcent,2018.0,6.0,130000.0,Manual,second,Diesel,330000.0
12,Kia,Seltos,2020.0,4.0,68000.0,Manual,first,Diesel,1045000.0
13,Maruti Suzuki,Ertiga,2016.0,8.0,65000.0,Manual,second,Diesel,785000.0
14,Maruti Suzuki,Ertiga,2017.0,7.0,59000.0,Automatic,second,Petrol,555000.0
15,BMW,3 Series GT,2015.0,9.0,61000.0,Automatic,second,Diesel,1500000.0
16,Toyota,Innova Crysta,2017.0,7.0,107000.0,Automatic,first,Diesel,1325000.0
17,Honda,City,2010.0,14.0,99000.0,Manual,first,Petrol,295000.0
18,Audi,A3,2015.0,9.0,42000.0,Automatic,second,Diesel,1050000.0
19,Renault,KWID,2019.0,5.0,48073.0,Automatic,second,Petrol,355000.0
20,MG,Hector,2019.0,5.0,32618.0,Automatic,first,Petrol,1250000.0
21,Maruti Suzuki,Swift-Dzire,2012.0,12.0,70000.0,Manual,second,Diesel,315000.0
22,Maruti Suzuki,Celerio,2014.0,10.0,51000.0,Automatic,second,Petrol,345000.0
23,Maruti Suzuki,Vitara-Brezza,2018.0,6.0,137000.0,Manual,first,Diesel,845000.0
24,Toyota,Innova Crysta,2017.0,7.0,90000.0,Manual,second,Diesel,1950000.0
25,Toyota,Innova,2011.0,13.0,84000.0,Manual,second,Diesel,490000.0
26,Hyundai,Venue,2021.0,3.0,17000.0,Manual,first,Petrol,685000.0
27,Maruti Suzuki,Ertiga,2018.0,6.0,70000.0,Manual,second,Petrol,749000.0
28,Hyundai,Creta,2023.0,1.0,5000.0,Automatic,first,Petrol,1600000.0
29,Hyundai,Alcazar,2022.0,2.0,47110.0,Manual,second,Diesel,1695000.0
30,Hyundai,i20,2019.0,5.0,35000.0,Manual,first,Petrol,585000.0
31,Volkswagen,Polo,2021.0,3.0,42000.0,Manual,second,Petrol,675000.0
32,Maruti Suzuki,Baleno,2018.0,6.0,30000.0,Manual,second,Petrol,630000.0
33,Hyundai,Verna,2016.0,8.0,82100.0,Manual,second,Diesel,465000.0
34,Audi,A4,2012.0,12.0,90000.0,Automatic,second,Diesel,899000.0
35,Toyota,Fortuner,2011.0,13.0,193000.0,Manual,second,Diesel,1125000.0
36,Mercedes-Benz,C-Class,2015.0,9.0,65000.0,Automatic,first,Diesel,1750000.0
37,Hyundai,Creta,2022.0,2.0,30000.0,Automatic,second,Petrol,1690000.0
38,Maruti Suzuki,Swift-Dzire,2020.0,4.0,94856.0,Manual,first,Petrol,690000.0
39,Skoda,Kushaq,2023.0,1.0,12000.0,Automatic,first,Petrol,1800000.0
40,Maruti Suzuki,Ciaz,2018.0,6.0,0.0,Manual,first,Petrol,500000.0
41,Tata,Safari,2010.0,14.0,500000.0,Manual,first,Diesel,800000.0
42,Toyota,Innova Crysta,2018.0,6.0,118000.0,Automatic,first,Diesel,1795000.0
43,Mercedes-Benz,C-Class,2016.0,8.0,41000.0,Automatic,second,Petrol,2000000.0
44,Honda,City,2010.0,14.0,79000.0,Manual,second,Petrol,290000.0
45,Honda,BRV,2016.0,8.0,103001.0,Manual,second,Diesel,555555.0
46,Hyundai,Creta,2017.0,7.0,70000.0,Manual,second,Petrol,765000.0
47,Renault,Duster,2018.0,6.0,130000.0,Manual,first,Diesel,690000.0
48,Maruti Suzuki,Wagon-R,2011.0,13.0,78000.0,Manual,second,Petrol,225000.0
49,Mahindra,Bolero Power Plus,2017.0,7.0,160000.0,Manual,second,Diesel,550000.0
50,Hyundai,Eon,2017.0,7.0,27000.0,Manual,second,Petrol,300000.0
51,MG,Hector Plus,2020.0,4.0,81600.0,Automatic,first,Petrol,1021000.0
52,Hyundai,Creta,2017.0,7.0,54000.0,Automatic,first,Petrol,811000.0
53,Mahindra,XUV500,2018.0,6.0,76000.0,Manual,first,Diesel,1125000.0
54,Hyundai,i10,2011.0,13.0,65000.0,Manual,second,Petrol,115000.0
55,Mercedes-Benz,GLA Class,2018.0,6.0,60000.0,Automatic,second,Diesel,1450000.0
56,Kia,Carens,2023.0,1.0,24000.0,Manual,first,Petrol,1225000.0
57,Toyota,Innova,2011.0,13.0,100231.0,Manual,second,Diesel,429101.0
58,Maruti Suzuki,Ignis,2023.0,1.0,13000.0,Manual,second,Petrol,610000.0
59,Hyundai,Grand i10,2017.0,7.0,47000.0,Manual,first,Petrol,519999.0
60,Hyundai,Getz Prime,2007.0,17.0,115031.0,Manual,second,Petrol,140000.0
61,Maruti Suzuki,Swift,2014.0,10.0,67000.0,Manual,first,Petrol,280000.0
62,Hyundai,Xcent,2016.0,8.0,74500.0,Manual,first,Diesel,425000.0
63,Honda,City,2016.0,8.0,93000.0,Automatic,second,Petrol,575000.0
64,Maruti Suzuki,Ritz,2015.0,9.0,59000.0,Manual,first,Petrol,295000.0
65,Toyota,Innova Crysta,2017.0,7.0,79000.0,Automatic,second,Diesel,1725000.0
66,Hyundai,Verna,2022.0,2.0,69000.0,Automatic,first,Diesel,1250000.0
67,Hyundai,Creta,2015.0,9.0,76000.0,Automatic,second,Diesel,650000.0
68,Kia,Sonet,2020.0,4.0,34500.0,Automatic,first,Petrol,935000.0
69,Ford,Ecosport,2016.0,8.0,130000.0,Manual,second,Diesel,400000.0
70,Toyota,Innova Crysta,2021.0,3.0,21000.0,Manual,first,Diesel,2125000.0
71,Maruti Suzuki,Ertiga,2015.0,9.0,75000.0,Manual,first,Diesel,435000.0
72,Volkswagen,Polo,2012.0,12.0,80000.0,Manual,second,Diesel,300000.0
73,Maruti Suzuki,Wagon-R,2016.0,8.0,50000.0,Manual,first,Petrol,245000.0
74,Tata,Nexon,2022.0,2.0,40000.0,Automatic,second,Petrol,680000.0
75,Maruti Suzuki,Ritz,2013.0,11.0,87000.0,Manual,first,Diesel,385000.0
76,Toyota,Etios,2015.0,9.0,155000.0,Manual,second,Diesel,589000.0
77,Volkswagen,CrossPolo,2014.0,10.0,80000.0,Manual,second,Diesel,425000.0
78,Maruti Suzuki,Wagon-R,2014.0,10.0,84000.0,Manual,second,Petrol,265000.0
79,Volkswagen,Polo,2021.0,3.0,18000.0,Automatic,first,Petrol,850000.0
80,Maruti Suzuki,Baleno,2017.0,7.0,47000.0,Automatic,first,Petrol,575000.0
81,Volkswagen,Vento,2011.0,13.0,134000.0,Manual,first,Diesel,425000.0
82,Maruti Suzuki,Alto-K10,2011.0,13.0,82000.0,Manual,first,Petrol,180000.0
83,Maruti Suzuki,Celerio,2015.0,9.0,35000.0,Automatic,first,Petrol,425000.0
84,Renault,Duster,2015.0,9.0,150000.0,Automatic,second,Diesel,450000.0
85,Toyota,Fortuner,2012.0,12.0,132000.0,Manual,first,Diesel,1095000.0
86,Maruti Suzuki,Ertiga,2020.0,4.0,59000.0,Automatic,first,Petrol,980000.0
87,Tata,Nexon,2018.0,6.0,95000.0,Automatic,second,Petrol,575000.0
88,Tata,Indigo Ecs,2016.0,8.0,115000.0,Manual,second,Diesel,110000.0
89,Mahindra,Thar,2022.0,2.0,11000.0,Manual,first,Diesel,1675000.0
90,Toyota,Camry,2015.0,9.0,68000.0,Automatic,second,Petrol,1185000.0
91,Skoda,Kushaq,2021.0,3.0,74000.0,Automatic,first,Petrol,1199000.0
92,Maruti Suzuki,Ritz,2012.0,12.0,88000.0,Manual,first,Petrol,385000.0
93,Hyundai,Grand i10,2014.0,10.0,47000.0,Automatic,second,Petrol,455000.0
94,Mahindra,Bolero,2015.0,9.0,16.0,Manual,first,Diesel,390000.0
95,Honda,Brio,2012.0,12.0,68000.0,Manual,first,Petrol,235000.0
96,Honda,City ZX,2007.0,17.0,115000.0,Manual,second,Petrol,265000.0
97,Hyundai,i10,2011.0,13.0,50000.0,Manual,second,Petrol,150000.0
98,Honda,WRV,2017.0,7.0,98000.0,Manual,first,Diesel,600000.0
99,Tata,Harrier,2019.0,5.0,67000.0,Manual,second,Diesel,899000.0
100,Tata,Zest,2015.0,9.0,69000.0,Manual,second,Petrol,340000.0
101,Maruti Suzuki,Eeco,2021.0,3.0,49000.0,Manual,first,Petrol,540000.0
102,Maruti Suzuki,Swift-Dzire,2013.0,11.0,162000.0,Manual,second,Diesel,390000.0
103,Hyundai,Creta,2023.0,1.0,35000.0,Automatic,first,Diesel,2025000.0
104,Maruti Suzuki,Wagon-R,2014.0,10.0,38000.0,Manual,first,Petrol,370000.0
105,Hyundai,Creta,2020.0,4.0,105000.0,Manual,first,Diesel,1050000.0
106,Maruti Suzuki,Swift Dzire,2015.0,9.0,67000.0,Manual,first,Petrol,450000.0
107,Volkswagen,VentoTest,2016.0,8.0,78000.0,Automatic,first,Petrol,555000.0
108,Hyundai,Creta,2018.0,6.0,66000.0,Automatic,second,Petrol,1075000.0
109,Toyota,Innova Crysta,2016.0,8.0,75000.0,Manual,first,Diesel,1480000.0
110,Maruti Suzuki,Vitara-Brezza,2018.0,6.0,85600.0,Manual,first,Diesel,750000.0
111,Maruti Suzuki,Ertiga,2012.0,12.0,155000.0,Manual,second,Diesel,650000.0
112,Hyundai,i10,2010.0,14.0,46000.0,Manual,second,Petrol,78000.0
113,Maruti Suzuki,Ciaz,2015.0,9.0,68000.0,Manual,first,Petrol,330000.0
114,Ford,Ecosport,2018.0,6.0,73000.0,Automatic,first,Petrol,590000.0
115,Honda,City,2011.0,13.0,74000.0,Automatic,second,Petrol,375000.0
116,Maruti Suzuki,Swift,2018.0,6.0,65000.0,Automatic,second,Petrol,590000.0
117,Honda,City,2014.0,10.0,61000.0,Automatic,first,Petrol,685000.0
118,Mahindra,XUV500,2017.0,7.0,76000.0,Automatic,second,Diesel,760000.0
119,Mahindra,XUV500,2016.0,8.0,89100.0,Manual,second,Diesel,760000.0
120,Volkswagen,Polo,2018.0,6.0,73961.0,Automatic,second,Petrol,935000.0
121,Mahindra,Thar,2018.0,6.0,46850.0,Manual,second,Diesel,880000.0
122,Mahindra,Thar,2023.0,1.0,28000.0,Automatic,first,Diesel,1785000.0
123,Mahindra,XUV500,2013.0,11.0,99000.0,Manual,second,Diesel,470000.0
124,Maruti Suzuki,Sx4,2009.0,15.0,56328.0,Manual,first,Petrol,265000.0
125,Hyundai,Creta,2018.0,6.0,127000.0,Manual,first,Diesel,995000.0
126,Mercedes-Benz,C-Class,2013.0,11.0,78000.0,Automatic,second,Petrol,790000.0
127,Hyundai,Eon,2014.0,10.0,41453.0,Manual,second,Petrol,220000.0
128,Tata,Altroz,2021.0,3.0,33000.0,Manual,first,Petrol,545000.0
129,Maruti Suzuki,Celerio,2018.0,6.0,37000.0,Automatic,second,Petrol,460000.0
130,Volkswagen,Polo,2015.0,9.0,65000.0,Manual,first,Petrol,375000.0
131,Hyundai,Grand i10 Nios,2022.0,2.0,36000.0,Automatic,first,Petrol,690000.0
132,Toyota,Camry,2016.0,8.0,130000.0,Automatic,second,Petrol,1399999.0
133,Maruti Suzuki,Alto-800,2013.0,11.0,100000.0,Manual,second,Petrol,160000.0
134,BMW,X1,2016.0,8.0,93000.0,Automatic,first,Diesel,2100000.0
135,Hyundai,Creta,2019.0,5.0,48000.0,Manual,first,Diesel,1065000.0
136,Hyundai,i20,2015.0,9.0,85000.0,Manual,second,Diesel,560000.0
137,Skoda,Rapid,2017.0,7.0,70000.0,Automatic,first,Diesel,750000.0
138,Hyundai,Verna,2013.0,11.0,59000.0,Manual,second,Petrol,425000.0
139,Mahindra,TUV,2015.0,9.0,72000.0,Automatic,second,Diesel,390000.0
140,Mercedes-Benz,E-Class,2012.0,12.0,74000.0,Automatic,second,Diesel,1295000.0
141,Honda,City,2018.0,6.0,78127.0,Manual,first,Diesel,785000.0
142,Maruti Suzuki,Ciaz,2020.0,4.0,26000.0,Manual,first,Petrol,775000.0
143,Renault,KWID,2017.0,7.0,65663.0,Automatic,second,Petrol,325000.0
144,Toyota,Fortuner,2015.0,9.0,160000.0,Automatic,second,Diesel,1250000.0
145,Volkswagen,Polo,2020.0,4.0,79000.0,Manual,second,Petrol,725000.0
146,Maruti Suzuki,Baleno,2018.0,6.0,31000.0,Manual,first,Petrol,549000.0
147,Hyundai,Creta,2019.0,5.0,55000.0,Automatic,first,Diesel,1299999.0
148,Maruti Suzuki,Swift Dzire,2015.0,9.0,89000.0,Manual,second,Diesel,431000.0
149,Hyundai,Alcazar,2022.0,2.0,37000.0,Automatic,first,Diesel,1820000.0
150,Maruti Suzuki,Alto K10,2016.0,8.0,56000.0,Manual,first,Petrol,275000.0
151,Honda,Brio,2014.0,10.0,32001.0,Manual,second,Petrol,295000.0
152,Maruti Suzuki,Swift-Dzire,2024.0,0.0,22000.0,Manual,first,Petrol,260000.0
153,Hyundai,i20,2010.0,14.0,45000.0,Manual,second,Petrol,150000.0
154,Kia,Seltos,2021.0,3.0,41000.0,Automatic,first,Petrol,1390000.0
155,Volkswagen,Polo,2015.0,9.0,51000.0,Manual,second,Petrol,499999.0
156,Toyota,Glanza,2021.0,3.0,28000.0,Automatic,second,Petrol,750000.0
157,Skoda,Rapid,2019.0,5.0,64800.0,Automatic,first,Diesel,799000.0
158,Jeep,Compass,2022.0,2.0,17300.0,Automatic,first,Petrol,1995000.0
159,Volkswagen,VentoTest,2013.0,11.0,38000.0,Manual,first,Petrol,292000.0
160,Honda,City,2011.0,13.0,95000.0,Automatic,second,Petrol,280000.0
161,Honda,Brio,2012.0,12.0,72000.0,Manual,first,Petrol,165000.0
162,Maruti Suzuki,Ertiga,2016.0,8.0,135000.0,Manual,second,Diesel,875000.0
163,Toyota,Etios,2012.0,12.0,135000.0,Manual,second,Diesel,395000.0
164,Volkswagen,VentoTest,2019.0,5.0,160000.0,Manual,first,Diesel,695000.0
165,Tata,Harrier,2022.0,2.0,14000.0,Automatic,first,Diesel,1875000.0
166,Kia,Seltos,2020.0,4.0,50200.0,Automatic,first,Petrol,1300000.0
167,Maruti Suzuki,Alto-800,2014.0,10.0,47000.0,Manual,first,Petrol,255000.0
168,Honda,City,2011.0,13.0,59600.0,Manual,second,Petrol,210000.0
169,Maruti Suzuki,Ritz,2010.0,14.0,8000.0,Automatic,second,Petrol,185000.0
170,Maruti Suzuki,Wagon-R,2023.0,1.0,30000.0,Manual,first,Petrol,675000.0
171,Renault,KWID,2017.0,7.0,54000.0,Automatic,second,Petrol,365000.0
172,Chevrolet,Cruze,2011.0,13.0,100000.0,Automatic,second,Diesel,295000.0
173,Mahindra,XUV500,2017.0,7.0,48000.0,Automatic,first,Diesel,1199999.0
174,Hyundai,Verna,2013.0,11.0,150000.0,Automatic,second,Diesel,410000.0
175,Hyundai,Creta,2016.0,8.0,63000.0,Manual,second,Petrol,650000.0
176,Toyota,Fortuner,2014.0,10.0,333000.0,Automatic,second,Diesel,1445000.0
177,Honda,City,2018.0,6.0,62000.0,Manual,first,Petrol,695000.0
178,Honda,Amaze,2021.0,3.0,56001.0,Automatic,first,Diesel,1125000.0
179,Toyota,Innova Crysta,2017.0,7.0,25000.0,Manual,first,Diesel,1565000.0
180,Honda,Jazz,2015.0,9.0,68001.0,Manual,second,Petrol,444000.0
181,Renault,Scala,2013.0,11.0,72000.0,Manual,first,Diesel,345000.0
182,Honda,City,2016.0,8.0,95000.0,Manual,second,Petrol,535000.0
183,Maruti Suzuki,S-Presso,2021.0,3.0,39000.0,Automatic,first,Petrol,465000.0
184,Mahindra,XUV500,2013.0,11.0,60000.0,Manual,second,Diesel,695000.0
185,Hyundai,Tucson,2017.0,7.0,72315.0,Automatic,second,Diesel,1035000.0
186,Hyundai,Verna,2014.0,10.0,82000.0,Automatic,second,Petrol,390000.0
187,Maruti Suzuki,Alto,2019.0,5.0,85000.0,Automatic,second,Petrol,280000.0
188,Hyundai,Santa Fe,2016.0,8.0,64000.0,Automatic,first,Diesel,1245000.0
189,Hyundai,Xcent,2016.0,8.0,68500.0,Manual,second,Petrol,440000.0
190,Maruti Suzuki,Dzire,2022.0,2.0,44000.0,Automatic,first,Petrol,780000.0
191,Maruti Suzuki,Swift,2019.0,5.0,59000.0,Manual,first,Petrol,540000.0
192,MG,ASTOR,2022.0,2.0,32000.0,Automatic,first,Petrol,1275000.0
193,Audi,Q7,2014.0,10.0,45000.0,Automatic,second,Diesel,1200000.0
194,Volkswagen,VentoTest,2016.0,8.0,130000.0,Automatic,second,Petrol,525000.0
195,Toyota,Innova Crysta,2017.0,7.0,112000.0,Automatic,first,Diesel,1551111.0
196,Mini,Cooper 5 DOOR,2014.0,10.0,32000.0,Automatic,second,Diesel,1900000.0
197,Renault,KWID,2017.0,7.0,78537.0,Automatic,first,Petrol,375000.0
198,Volkswagen,VentoTest,2018.0,6.0,70673.0,Automatic,first,Diesel,775000.0
199,Maruti Suzuki,Baleno,2018.0,6.0,39848.0,Manual,first,Petrol,479931.0
200,Audi,Q3,2016.0,8.0,77000.0,Automatic,first,Diesel,1500000.0
201,Maruti Suzuki,Alto,2008.0,16.0,111400.0,Manual,second,Petrol,150000.0
202,Skoda,Rapid,2015.0,9.0,82000.0,Automatic,second,Diesel,325000.0
203,Maruti Suzuki,Swift-Dzire,2013.0,11.0,89000.0,Manual,second,Diesel,361000.0
204,Toyota,Fortuner,2015.0,9.0,195000.0,Automatic,first,Diesel,1550000.0
205,Tata,Hexa,2017.0,7.0,65110.0,Manual,first,Diesel,695000.0
206,Hyundai,Creta Facelift,2022.0,2.0,25000.0,Manual,first,Petrol,1375000.0
207,BMW,7 Series,2014.0,10.0,115000.0,Automatic,first,Diesel,1500000.0
208,Honda,Jazz,2015.0,9.0,64000.0,Manual,first,Petrol,574999.0
209,Volkswagen,Polo,2013.0,11.0,61000.0,Automatic,first,Petrol,415000.0
210,Hyundai,Grand i10,2014.0,10.0,54000.0,Automatic,second,Petrol,479000.0
211,Maruti Suzuki,Ciaz,2020.0,4.0,610003.0,Manual,first,Petrol,840000.0
212,Maruti Suzuki,Celerio,2015.0,9.0,103000.0,Automatic,second,Petrol,360000.0
213,Mahindra,Thar,2022.0,2.0,14000.0,Automatic,first,Petrol,1550000.0
214,Tata,Bolt,2015.0,9.0,56000.0,Manual,first,Petrol,235000.0
215,Jaguar,XF,2013.0,11.0,97763.0,Automatic,second,Diesel,1550000.0
216,Tata,Tiago,2021.0,3.0,74000.0,Manual,second,Petrol,515000.0
217,Honda,Brio,2015.0,9.0,50000.0,Manual,second,Petrol,385000.0
218,Skoda,Rapid,2014.0,10.0,71000.0,Automatic,second,Petrol,395000.0
219,Mahindra,Thar,2020.0,4.0,40000.0,Manual,first,Diesel,1195000.0
220,Hyundai,i20,2010.0,14.0,83000.0,Manual,second,Petrol,235000.0
221,Toyota,Fortuner,2012.0,12.0,166000.0,Manual,second,Diesel,1650000.0
222,Maruti Suzuki,Ertiga,2019.0,5.0,91000.0,Manual,first,Diesel,1149000.0
223,Tata,Safari,2022.0,2.0,27000.0,Manual,first,Diesel,1865000.0
224,Hyundai,Creta,2018.0,6.0,77620.0,Automatic,first,Diesel,1350000.0
225,Ford,Ecosport,2017.0,7.0,85000.0,Manual,second,Diesel,649999.0
226,Tata,Nano Genx,2016.0,8.0,58.0,Automatic,second,Petrol,186000.0
227,Maruti Suzuki,Swift-Dzire,2016.0,8.0,25.0,Manual,second,Diesel,420000.0
228,Hyundai,Grand i10,2014.0,10.0,80000.0,Manual,second,Petrol,375556.0
229,Volkswagen,Polo,2019.0,5.0,35000.0,Automatic,second,Petrol,1185000.0
230,Honda,City Hybrid eHEV,2016.0,8.0,77000.0,Automatic,first,Petrol,575000.0
231,Maruti Suzuki,Swift,2018.0,6.0,63259.0,Automatic,second,Diesel,520000.0
232,Ford,Ecosport,2017.0,7.0,110000.0,Manual,first,Diesel,449999.0
233,Hyundai,i20,2023.0,1.0,14000.0,Automatic,first,Petrol,925000.0
234,Volkswagen,Tiguan,2018.0,6.0,52000.0,Automatic,first,Diesel,1915000.0
235,BMW,3 Series,2016.0,8.0,65000.0,Automatic,second,Diesel,1325000.0
236,Renault,Duster,2016.0,8.0,75000.0,Automatic,second,Diesel,595000.0
237,Maruti Suzuki,Swift,2007.0,17.0,135000.0,Manual,second,Diesel,165000.0
238,Toyota,Innova,2014.0,10.0,105000.0,Manual,second,Diesel,780000.0
239,BMW,7 Series,2013.0,11.0,61000.0,Automatic,second,Diesel,851000.0
240,Maruti Suzuki,Grand Vitara,2023.0,1.0,21209.0,Manual,first,Petrol,1290000.0
241,Toyota,Glanza,2020.0,4.0,87000.0,Manual,first,Petrol,733000.0
242,Renault,Duster,2016.0,8.0,130000.0,Manual,second,Diesel,599000.0
243,Volvo,XC 90,2015.0,9.0,125000.0,Automatic,second,Diesel,1075000.0
244,Tata,Tiago,2018.0,6.0,30000.0,Automatic,first,Petrol,355000.0
245,Audi,A6,2015.0,9.0,78561.0,Automatic,first,Diesel,898970.0
246,Honda,City,2016.0,8.0,63000.0,Manual,second,Petrol,600000.0
247,Honda,Amaze,2016.0,8.0,65000.0,Manual,first,Petrol,410000.0
248,Volkswagen,Polo GTI,2015.0,9.0,102000.0,Automatic,second,Petrol,450000.0
249,Maruti Suzuki,Swift,2022.0,2.0,35000.0,Automatic,first,Petrol,745000.0
250,Volkswagen,Virtus,2022.0,2.0,50000.0,Automatic,first,Petrol,1299000.0
251,Maruti Suzuki,A-Star,2013.0,11.0,60000.0,Automatic,second,Petrol,299000.0
252,BMW,5 Series,2014.0,10.0,72000.0,Automatic,second,Diesel,1599000.0
253,Mini,Cooper S,2013.0,11.0,53000.0,Automatic,second,Petrol,1600000.0
254,Toyota,Etios Liva,2018.0,6.0,74000.0,Manual,second,Diesel,850000.0
255,Mercedes-Benz,CLA,2016.0,8.0,20800.0,Automatic,second,Petrol,1700000.0
256,Hyundai,i20,2017.0,7.0,95000.0,Manual,second,Petrol,565000.0
257,Mahindra,Thar,2021.0,3.0,13000.0,Automatic,first,Diesel,1700000.0
258,Mahindra,XUV700,2023.0,1.0,4000.0,Manual,first,Petrol,2100000.0
259,Maruti Suzuki,Baleno,2021.0,3.0,57000.0,Automatic,second,Petrol,685000.0
260,Mahindra,Scorpio,2017.0,7.0,92000.0,Manual,first,Diesel,1050000.0
261,MG,ASTOR,2021.0,3.0,12110.0,Automatic,first,Petrol,1295000.0
262,Hyundai,New i20,2022.0,2.0,13162.0,Automatic,first,Petrol,975000.0
263,Toyota,Etios Liva,2017.0,7.0,49000.0,Manual,first,Petrol,599000.0
264,Maruti Suzuki,Alto 800,2016.0,8.0,68000.0,Manual,second,Petrol,265000.0
265,Audi,A6,2013.0,11.0,110000.0,Automatic,second,Diesel,1150000.0
266,Hyundai,Elite i20,2017.0,7.0,52355.0,Manual,first,Petrol,499555.0
267,Hyundai,i10,2013.0,11.0,40595.0,Automatic,second,Petrol,310000.0
268,Mahindra,Thar,2021.0,3.0,41000.0,Manual,second,Diesel,1450000.0
269,Maruti Suzuki,Omni,2014.0,10.0,77500.0,Automatic,second,Petrol,1010000.0
270,Maruti Suzuki,Swift-Dzire,2018.0,6.0,55000.0,Manual,first,Petrol,595000.0
271,Hyundai,i10,2013.0,11.0,80000.0,Automatic,second,Petrol,145000.0
272,Mercedes-Benz,GLA Class,2016.0,8.0,71000.0,Automatic,second,Petrol,1990000.0
273,Hyundai,Santro Xing,2007.0,17.0,65000.0,Manual,second,Petrol,185000.0
274,Maruti Suzuki,Ertiga,2019.0,5.0,90000.0,Manual,first,Diesel,900000.0
275,Fiat,Linea,2009.0,15.0,79742.0,Manual,second,Petrol,165000.0
276,Audi,Q3,2017.0,7.0,45000.0,Automatic,second,Diesel,1690000.0
277,Toyota,Etios,2012.0,12.0,51000.0,Automatic,second,Petrol,260000.0
278,Mercedes-Benz,C-Class,2015.0,9.0,58000.0,Automatic,first,Diesel,2149999.0
279,Mahindra,Thar,2023.0,1.0,24500.0,Automatic,first,Petrol,1410000.0
280,Honda,City,2021.0,3.0,125000.0,Manual,first,Diesel,1075000.0
281,Maruti Suzuki,Ciaz,2017.0,7.0,79000.0,Automatic,second,Petrol,600000.0
282,Toyota,Innova Crysta,2019.0,5.0,118000.0,Automatic,second,Diesel,1999000.0
283,Mahindra,Bolero,2017.0,7.0,105000.0,Manual,second,Diesel,620000.0
284,Maruti Suzuki,maruti-suzuki-brezza,2021.0,3.0,35000.0,Manual,first,Petrol,851000.0
285,Kia,Seltos,2022.0,2.0,30891.0,Automatic,first,Diesel,1875000.0
286,Hyundai,Alcazar,2023.0,1.0,2500.0,Automatic,first,Petrol,1800000.0
287,Maruti Suzuki,Swift,2019.0,5.0,32000.0,Manual,second,Petrol,575000.0
288,Mahindra,Thar,2021.0,3.0,66000.0,Manual,first,Diesel,1425000.0
289,Volvo,V40 Cross Country,2016.0,8.0,75000.0,Automatic,first,Petrol,1375000.0
290,MG,Hector,2019.0,5.0,71000.0,Manual,first,Diesel,1275000.0
291,Audi,A6,2011.0,13.0,51000.0,Automatic,second,Petrol,1350000.0
292,Maruti Suzuki,Alto-K10,2015.0,9.0,75000.0,Automatic,second,Petrol,310000.0
293,Hyundai,Elite i20,2018.0,6.0,39500.0,Manual,first,Petrol,545000.0
294,Renault,Captur,2018.0,6.0,120000.0,Manual,first,Diesel,800000.0
295,Volkswagen,Passat,2012.0,12.0,68900.0,Automatic,second,Diesel,555000.0
296,Ford,Ecosport,2015.0,9.0,80000.0,Automatic,second,Petrol,465000.0
297,Maruti Suzuki,Alto-K10,2019.0,5.0,62000.0,Manual,first,Petrol,360000.0
298,Hyundai,Venue,2022.0,2.0,55000.0,Manual,first,Diesel,1250000.0
299,Volkswagen,Polo,2015.0,9.0,60000.0,Manual,second,Petrol,460000.0
300,Toyota,Innova Crysta,2017.0,7.0,34000.0,Manual,first,Diesel,1395000.0
301,Jeep,Compass,2017.0,7.0,49000.0,Automatic,first,Petrol,1151111.0
302,Hyundai,i20,2016.0,8.0,36000.0,Manual,second,Petrol,450000.0
303,Mahindra,KUV 100,2016.0,8.0,85000.0,Manual,second,Diesel,320000.0
304,Mahindra,Bolero Neo,2023.0,1.0,35000.0,Automatic,second,Diesel,1050000.0
305,Honda,Amaze,2015.0,9.0,160000.0,Manual,second,Diesel,275000.0
306,Maruti Suzuki,Swift,2010.0,14.0,141000.0,Manual,second,Diesel,330000.0
307,Hyundai,Verna,2014.0,10.0,100000.0,Manual,first,Petrol,950000.0
308,Hyundai,Elantra,2016.0,8.0,88000.0,Manual,second,Diesel,860000.0
309,Maruti Suzuki,Ciaz,2017.0,7.0,76000.0,Manual,second,Petrol,480000.0
310,Mercedes-Benz,M-Class,2014.0,10.0,48000.0,Automatic,first,Diesel,1745000.0
311,Skoda,Kushaq,2022.0,2.0,38917.0,Manual,first,Petrol,1225000.0
312,Maruti Suzuki,Baleno,2016.0,8.0,55000.0,Automatic,first,Petrol,655000.0
313,Nissan,Terrano,2015.0,9.0,84000.0,Manual,second,Diesel,500000.0
