,Brand,model,Year,Age,kmDriven,Transmission,Owner,FuelType,Price
652,Mahindra,Bolero Neo,2022.0,2.0,41000.0,Manual,first,Diesel,950000.0
653,Hyundai,i10,2013.0,11.0,34000.0,Manual,first,Petrol,255000.0
654,Maruti Suzuki,Swift,2022.0,2.0,25772.0,Manual,first,Petrol,699999.0
655,Volkswagen,Passat,2011.0,13.0,83800.0,Automatic,second,Diesel,550000.0
656,Honda,City,2014.0,10.0,103000.0,Manual,second,Diesel,525000.0
657,Hyundai,Creta,2019.0,5.0,49000.0,Automatic,first,Petrol,995000.0
658,Hyundai,Elantra,2012.0,12.0,78000.0,Automatic,second,Petrol,445000.0
659,Volkswagen,Polo,2014.0,10.0,121000.0,Manual,second,Diesel,465000.0
660,Mini,3 DOOR,2015.0,9.0,65000.0,Automatic,first,Diesel,2000000.0
661,Isuzu,MAX,2021.0,3.0,110000.0,Manual,first,Diesel,890000.0
662,Maruti Suzuki,Vitara-Brezza,2019.0,5.0,115000.0,Automatic,second,Diesel,840000.0
663,Maruti Suzuki,Swift-Dzire,2015.0,9.0,83000.0,Manual,first,Diesel,275000.0
664,Mahindra,Scorpio,2010.0,14.0,52085.0,Manual,second,Diesel,365000.0
665,Mahindra,Bolero,2021.0,3.0,80000.0,Manual,second,Diesel,925000.0
666,Toyota,Innova Crysta,2017.0,7.0,175000.0,Manual,first,Diesel,1250000.0
667,Tata,Tiago,2020.0,4.0,28300.0,Manual,second,Petrol,495000.0
668,Renault,Triber,2021.0,3.0,55000.0,Manual,first,Petrol,350000.0
669,Kia,Carens,2022.0,2.0,77000.0,Automatic,first,Diesel,1725000.0
670,Maruti Suzuki,Wagon-R,2007.0,17.0,84000.0,Manual,second,Petrol,200000.0
671,Mahindra,Thar,2016.0,8.0,46108.0,Manual,second,Diesel,975000.0
672,Hyundai,Verna,2017.0,7.0,38000.0,Automatic,second,Petrol,825000.0
673,Honda,City,2014.0,10.0,95000.0,Manual,first,Diesel,585000.0
674,Hyundai,Verna,2008.0,16.0,140000.0,Manual,second,Diesel,88000.0
675,Tata,Tiago,2019.0,5.0,35967.0,Manual,first,Petrol,410000.0
676,Toyota,Corolla Altis,2016.0,8.0,61000.0,Automatic,second,Petrol,845000.0
677,Tata,Indica Vista,2009.0,15.0,80000.0,Manual,second,Petrol,100000.0
678,Hyundai,Creta,2018.0,6.0,54904.0,Manual,first,Diesel,969000.0
679,Hyundai,Alcazar,2024.0,0.0,4700.0,Manual,first,Diesel,2100000.0
680,BMW,3 Series,2013.0,11.0,57000.0,Automatic,first,Diesel,1200000.0
681,Mahindra,XUV500,2017.0,7.0,52000.0,Automatic,first,Diesel,1200000.0
682,Mahindra,Thar,2021.0,3.0,38000.0,Automatic,first,Diesel,1600000.0
683,Hyundai,Creta Facelift,2024.0,0.0,3200.0,Manual,first,Petrol,1500000.0
684,Mahindra,Thar,2021.0,3.0,46000.0,Automatic,first,Diesel,1620000.0
685,Maruti Suzuki,Wagon-R,2009.0,15.0,70000.0,Manual,second,Petrol,161000.0
686,Kia,Sonet,2023.0,1.0,2400.0,Automatic,first,Diesel,1325000.0
687,Volkswagen,VentoTest,2017.0,7.0,62000.0,Automatic,second,Petrol,490000.0
688,Mercedes-Benz,E-Class,2014.0,10.0,119000.0,Automatic,first,Diesel,899000.0
689,Honda,Amaze,2019.0,5.0,67000.0,Automatic,second,Petrol,575000.0
690,Mahindra,XUV500,2015.0,9.0,85000.0,Manual,first,Diesel,575000.0
691,Skoda,Rapid,2015.0,9.0,124006.0,Manual,second,Diesel,595000.0
692,Maruti Suzuki,Baleno,2016.0,8.0,55000.0,Manual,second,Petrol,530000.0
693,Hyundai,i20,2013.0,11.0,24500.0,Manual,second,Petrol,285000.0
694,Volkswagen,Polo,2020.0,4.0,35000.0,Automatic,first,Petrol,1180000.0
695,Jeep,Compass,2017.0,7.0,51600.0,Manual,first,Diesel,695000.0
696,Kia,Seltos,2021.0,3.0,100000.0,Automatic,first,Diesel,1350000.0
697,Hyundai,i20,2012.0,12.0,110000.0,Manual,second,Petrol,239000.0
698,Hyundai,Venue,2019.0,5.0,52000.0,Manual,second,Petrol,725000.0
699,Honda,Amaze,2022.0,2.0,21000.0,Automatic,first,Petrol,795000.0
700,Mercedes-Benz,C-Class,2015.0,9.0,57000.0,Automatic,first,Diesel,1750000.0
701,Honda,City,2015.0,9.0,70000.0,Automatic,first,Petrol,575000.0
702,Volkswagen,Polo,2015.0,9.0,78000.0,Manual,second,Diesel,595000.0
703,Toyota,Innova Crysta,2016.0,8.0,103000.0,Manual,second,Diesel,1350000.0
704,Hyundai,i20,2012.0,12.0,120000.0,Manual,second,Diesel,236000.0
705,Ford,Figo,2011.0,13.0,93638.0,Manual,second,Diesel,310000.0
706,Maruti Suzuki,Swift-Dzire,2013.0,11.0,150000.0,Manual,second,Diesel,500000.0
707,Hyundai,Elantra,2018.0,6.0,68000.0,Automatic,first,Diesel,1175000.0
708,Maruti Suzuki,Swift-Dzire,2013.0,11.0,135000.0,Manual,second,Diesel,160000.0
709,Datsun,RediGO,2018.0,6.0,38000.0,Automatic,first,Petrol,280000.0
710,Audi,A4,2011.0,13.0,150000.0,Automatic,second,Diesel,960000.0
711,Maruti Suzuki,Swift,2019.0,5.0,48000.0,Manual,first,Petrol,525000.0
712,Mercedes-Benz,GLA Class,2017.0,7.0,32600.0,Automatic,second,Petrol,1750000.0
713,Maruti Suzuki,Swift,2022.0,2.0,19245.0,Automatic,first,Petrol,690000.0
714,Mahindra,Xylo,2018.0,6.0,244000.0,Manual,second,Diesel,309000.0
715,Mahindra,XUV500,2014.0,10.0,88500.0,Manual,first,Diesel,589000.0
716,Maruti Suzuki,Alto-K10,2015.0,9.0,73000.0,Automatic,first,Petrol,269000.0
717,Audi,A6,2014.0,10.0,99000.0,Automatic,first,Diesel,850000.0
718,Audi,A4,2017.0,7.0,116000.0,Automatic,second,Diesel,2090000.0
719,Honda,City,2021.0,3.0,15000.0,Automatic,first,Petrol,1425000.0
720,Audi,Q3,2016.0,8.0,50000.0,Automatic,second,Diesel,1400000.0
721,Hyundai,i20,2014.0,10.0,70000.0,Manual,second,Diesel,445000.0
722,Maruti Suzuki,Swift,2020.0,4.0,65000.0,Manual,first,Petrol,600000.0
723,Volkswagen,VentoTest,2015.0,9.0,103000.0,Automatic,first,Diesel,655000.0
724,Honda,City,2018.0,6.0,48000.0,Manual,second,Petrol,575000.0
725,Honda,Civic,2007.0,17.0,95000.0,Manual,second,Petrol,220000.0
726,Honda,City,2014.0,10.0,90000.0,Manual,second,Diesel,381999.0
727,Mahindra,TUV,2019.0,5.0,97333.0,Manual,first,Diesel,645000.0
728,Hyundai,i10,2012.0,12.0,100000.0,Automatic,second,Petrol,320000.0
729,Renault,KWID,2016.0,8.0,40000.0,Manual,second,Petrol,145000.0
730,Maruti Suzuki,Ciaz,2018.0,6.0,34000.0,Automatic,first,Petrol,711000.0
731,Honda,City,2017.0,7.0,28305.0,Automatic,first,Petrol,681000.0
732,Maruti Suzuki,Alto,2011.0,13.0,53000.0,Manual,second,Petrol,170000.0
733,Toyota,Camry,2016.0,8.0,175000.0,Automatic,first,Petrol,1180000.0
734,Honda,City,2014.0,10.0,87000.0,Manual,first,Diesel,450000.0
735,Toyota,Innova Crysta,2020.0,4.0,180000.0,Manual,first,Diesel,1900000.0
736,Maruti Suzuki,Swift-Dzire,2017.0,7.0,56000.0,Manual,second,Diesel,630000.0
737,Maruti Suzuki,Ertiga,2017.0,7.0,46000.0,Automatic,second,Petrol,725000.0
738,Maruti Suzuki,S-Presso,2021.0,3.0,25000.0,Automatic,second,Petrol,450000.0
739,Skoda,Octavia,2015.0,9.0,59000.0,Automatic,second,Petrol,715000.0
740,Ford,Ecosport,2016.0,8.0,610000.0,Manual,first,Diesel,490000.0
741,Hyundai,Creta,2016.0,8.0,78000.0,Automatic,second,Diesel,1025000.0
742,Audi,Q3,2017.0,7.0,120000.0,Automatic,second,Diesel,1950000.0
743,Maruti Suzuki,Ignis,2020.0,4.0,28000.0,Automatic,second,Petrol,649999.0
744,Honda,City,2016.0,8.0,29000.0,Automatic,first,Petrol,675000.0
745,Hyundai,i20,2017.0,7.0,49700.0,Manual,first,Petrol,571000.0
746,Audi,A6,2011.0,13.0,51000.0,Automatic,second,Petrol,1350000.0
747,Mahindra,XUV500,2019.0,5.0,19300.0,Manual,second,Diesel,995000.0
748,Volkswagen,Polo,2021.0,3.0,17000.0,Automatic,first,Petrol,1249000.0
749,Toyota,Fortuner,2013.0,11.0,95013.0,Automatic,first,Diesel,1050000.0
750,Maruti Suzuki,Alto 800,2020.0,4.0,39000.0,Manual,first,Petrol,415000.0
751,Hyundai,Creta,2022.0,2.0,9000.0,Manual,first,Petrol,1495000.0
752,Jeep,Compass,2020.0,4.0,52300.0,Automatic,first,Petrol,1575000.0
753,Audi,A6,2013.0,11.0,16250.0,Automatic,first,Petrol,1350000.0
754,Hyundai,Venue,2020.0,4.0,30000.0,Manual,first,Petrol,705000.0
755,Tata,Tigor,2022.0,2.0,18000.0,Manual,first,Petrol,800000.0
756,BMW,5 Series,2015.0,9.0,92000.0,Automatic,first,Diesel,1450000.0
757,Tata,Nano,2014.0,10.0,48000.0,Manual,second,Petrol,180000.0
758,Kia,Sonet,2023.0,1.0,2400.0,Automatic,first,Petrol,1325000.0
759,Honda,City,2016.0,8.0,111000.0,Automatic,first,Petrol,450000.0
760,Chevrolet,Cruze,2013.0,11.0,90000.0,Automatic,first,Diesel,440000.0
761,Maruti Suzuki,Swift-Dzire,2017.0,7.0,68000.0,Manual,second,Petrol,500000.0
762,Maruti Suzuki,Baleno,2017.0,7.0,51000.0,Manual,first,Petrol,485000.0
763,Skoda,Superb,2013.0,11.0,72000.0,Automatic,first,Petrol,400000.0
764,Honda,City,2010.0,14.0,79000.0,Manual,second,Petrol,205000.0
765,Mercedes-Benz,E-Class,2014.0,10.0,51447.0,Automatic,first,Diesel,1475001.0
766,Hyundai,Verna,2013.0,11.0,52000.0,Manual,first,Diesel,262000.0
767,Maruti Suzuki,Ertiga,2021.0,3.0,19500.0,Manual,first,Petrol,1100000.0
768,Honda,City,2016.0,8.0,56000.0,Automatic,second,Petrol,625000.0
769,Toyota,Fortuner,2013.0,11.0,180000.0,Manual,second,Diesel,1750000.0
770,Mahindra,TUV,2016.0,8.0,64525.0,Manual,first,Diesel,445000.0
771,Honda,Amaze,2021.0,3.0,31986.0,Manual,first,Petrol,675000.0
772,Tata,Harrier,2023.0,1.0,29000.0,Manual,first,Diesel,1795000.0
773,Hyundai,Elite i20,2015.0,9.0,57000.0,Manual,first,Petrol,455000.0
774,Hyundai,Creta,2020.0,4.0,130000.0,Automatic,second,Diesel,1100000.0
775,Honda,Amaze,2020.0,4.0,25000.0,Manual,first,Petrol,655000.0
776,Maruti Suzuki,Estilo,2010.0,14.0,0.0,Automatic,second,Petrol,140000.0
777,Maruti Suzuki,Swift,2009.0,15.0,80282.0,Manual,second,Petrol,275000.0
778,Hyundai,i10,2009.0,15.0,69000.0,Automatic,first,Petrol,230000.0
779,Maruti Suzuki,Swift-Dzire,2008.0,16.0,83481.0,Manual,second,Petrol,175000.0
780,Volkswagen,Polo,2021.0,3.0,50000.0,Automatic,second,Petrol,950000.0
781,Maruti Suzuki,Baleno,2016.0,8.0,63200.0,Automatic,second,Petrol,585000.0
782,Hyundai,Grand i10,2018.0,6.0,53000.0,Manual,second,Petrol,399000.0
783,Hyundai,Getz Prime,2009.0,15.0,15.0,Manual,second,Petrol,80000.0
784,Kia,Sonet,2023.0,1.0,43000.0,Manual,first,Diesel,1090000.0
785,Hyundai,i10,2011.0,13.0,58000.0,Automatic,first,Petrol,375000.0
786,MG,Hector,2021.0,3.0,50000.0,Automatic,second,Petrol,1399000.0
787,Maruti Suzuki,Ciaz,2019.0,5.0,49000.0,Automatic,second,Petrol,695000.0
788,Chevrolet,Cruze,2013.0,11.0,70000.0,Automatic,first,Diesel,421000.0
789,Volkswagen,Polo,2019.0,5.0,48000.0,Manual,first,Petrol,650000.0
790,Tata,Nexon,2018.0,6.0,38000.0,Manual,first,Petrol,595000.0
791,Maruti Suzuki,Alto-800,2021.0,3.0,19500.0,Manual,second,Petrol,360000.0
792,Mahindra,XUV500,2014.0,10.0,99000.0,Manual,second,Diesel,510000.0
793,Toyota,Innova Crysta,2018.0,6.0,74000.0,Automatic,second,Diesel,1850000.0
794,Maruti Suzuki,S-Cross,2017.0,7.0,113000.0,Manual,second,Diesel,595000.0
795,Hyundai,Tucson,2017.0,7.0,90709.0,Automatic,first,Diesel,1325000.0
796,Toyota,Innova Crysta,2016.0,8.0,99584.0,Automatic,first,Diesel,1890000.0
797,Chevrolet,Enjoy,2015.0,9.0,92000.0,Manual,second,Diesel,395000.0
798,Maruti Suzuki,Grand Vitara,2023.0,1.0,20000.0,Automatic,first,Petrol,1795000.0
799,Maruti Suzuki,Swift,2019.0,5.0,80000.0,Manual,first,Diesel,775000.0
800,Ford,Figo,2013.0,11.0,64000.0,Manual,first,Diesel,239000.0
801,Hyundai,Venue,2015.0,9.0,78000.0,Manual,first,Diesel,585000.0
802,Audi,Q5,2010.0,14.0,98000.0,Automatic,second,Diesel,1075000.0
803,Kia,Seltos,2022.0,2.0,18000.0,Automatic,first,Petrol,1495000.0
804,BMW,X3,2012.0,12.0,86000.0,Automatic,second,Diesel,1125000.0
805,Honda,Mobilio,2015.0,9.0,51000.0,Manual,second,Petrol,485000.0
806,Fiat,Punto EVO,2015.0,9.0,86000.0,Manual,second,Diesel,250000.0
807,BMW,3 Series GT,2017.0,7.0,100000.0,Automatic,first,Diesel,1840000.0
808,Maruti Suzuki,Vitara-Brezza,2018.0,6.0,67000.0,Manual,first,Diesel,600000.0
809,Hyundai,Alcazar,2022.0,2.0,33000.0,Automatic,first,Diesel,1899000.0
810,Mahindra,XUV500,2015.0,9.0,71000.0,Manual,second,Diesel,735000.0
811,Hyundai,Grand i10,2017.0,7.0,47600.0,Automatic,first,Petrol,499000.0
812,Audi,A3,2015.0,9.0,95000.0,Automatic,first,Diesel,1395000.0
813,Maruti Suzuki,Brezza,2022.0,2.0,33000.0,Automatic,first,Petrol,890000.0
814,Hyundai,Creta,2018.0,6.0,70000.0,Manual,first,Diesel,965000.0
815,Tata,Hexa,2017.0,7.0,57000.0,Automatic,first,Diesel,885000.0
816,Hyundai,Creta,2019.0,5.0,36588.0,Automatic,first,Diesel,1000000.0
817,Hyundai,Verna,2021.0,3.0,46000.0,Automatic,first,Petrol,1200000.0
818,BMW,3 Series,2014.0,10.0,90000.0,Automatic,second,Diesel,1260000.0
819,Maruti Suzuki,Swift,2013.0,11.0,54268.0,Manual,first,Petrol,275621.0
820,BMW,X1,2011.0,13.0,110000.0,Automatic,second,Diesel,750000.0
821,Hyundai,Creta,2018.0,6.0,57000.0,Automatic,first,Diesel,1125000.0
822,Hyundai,Creta,2021.0,3.0,25000.0,Manual,first,Petrol,1295000.0
823,Mahindra,TUV,2018.0,6.0,83725.0,Automatic,second,Diesel,675000.0
824,Toyota,Etios,2018.0,6.0,95000.0,Manual,second,Diesel,545000.0
825,Renault,KWID,2017.0,7.0,33000.0,Automatic,second,Petrol,375000.0
826,Isuzu,D-Max V-Cross,2018.0,6.0,96000.0,Manual,second,Diesel,1550000.0
827,Maruti Suzuki,Alto-800,2016.0,8.0,101500.0,Manual,second,Petrol,245000.0
828,Volkswagen,VentoTest,2017.0,7.0,76654.0,Automatic,first,Petrol,775000.0
829,Maruti Suzuki,Swift-Dzire,2012.0,12.0,69000.0,Manual,second,Petrol,315000.0
830,MG,Hector,2019.0,5.0,16000.0,Automatic,second,Petrol,1250000.0
831,Hyundai,Creta,2019.0,5.0,38000.0,Automatic,second,Petrol,950000.0
832,Maruti Suzuki,Vitara-Brezza,2018.0,6.0,53200.0,Automatic,first,Diesel,890000.0
833,Audi,A3,2015.0,9.0,52500.0,Automatic,first,Petrol,1550000.0
834,Maruti Suzuki,Vitara-Brezza,2019.0,5.0,76000.0,Automatic,first,Diesel,735000.0
835,Hyundai,Creta,2020.0,4.0,54000.0,Manual,first,Petrol,1090000.0
836,Jaguar,XF,2013.0,11.0,35000.0,Automatic,second,Diesel,1745000.0
837,Nissan,Terrano,2017.0,7.0,95000.0,Manual,second,Petrol,500000.0
838,Tata,Zest,2019.0,5.0,140000.0,Manual,first,Diesel,490000.0
839,Maruti Suzuki,Baleno,2019.0,5.0,21000.0,Manual,first,Petrol,675000.0
840,Hyundai,i10,2013.0,11.0,56000.0,Manual,second,Petrol,185000.0
841,Hyundai,Creta,2022.0,2.0,33000.0,Automatic,first,Diesel,1835000.0
842,Hyundai,Fluidic Verna,2016.0,8.0,84100.0,Manual,second,Petrol,645000.0
843,Maruti Suzuki,Ritz,2014.0,10.0,98000.0,Manual,first,Diesel,445000.0
844,Honda,City,2017.0,7.0,73000.0,Automatic,first,Petrol,590000.0
845,Hyundai,Creta,2015.0,9.0,118000.0,Manual,second,Diesel,875000.0
846,Hyundai,Fluidic Verna,2020.0,4.0,76500.0,Manual,first,Petrol,1075000.0
847,Maruti Suzuki,Alto-800,2020.0,4.0,105000.0,Manual,second,Petrol,310000.0
848,Maruti Suzuki,Alto,2010.0,14.0,82000.0,Manual,second,Petrol,135000.0
849,Maruti Suzuki,maruti-suzuki-dzire,2013.0,11.0,43000.0,Manual,first,Petrol,390000.0
850,Toyota,Innova,2011.0,13.0,49000.0,Manual,first,Diesel,424000.0
851,Honda,City,2017.0,7.0,81000.0,Automatic,first,Petrol,699000.0
852,Volkswagen,Vento,2017.0,7.0,85000.0,Automatic,first,Diesel,750000.0
853,Renault,Duster,2018.0,6.0,83000.0,Automatic,second,Diesel,940000.0
854,Hyundai,Verna,2019.0,5.0,87000.0,Manual,first,Diesel,1050000.0
855,Hyundai,Creta,2023.0,1.0,34000.0,Automatic,first,Diesel,1950000.0
856,Maruti Suzuki,Ertiga,2016.0,8.0,70000.0,Manual,first,Diesel,751000.0
857,Honda,City,2016.0,8.0,40000.0,Manual,first,Petrol,625000.0
858,Hyundai,Alcazar,2021.0,3.0,100000.0,Automatic,first,Diesel,1450000.0
859,Mercedes-Benz,E-Class,2015.0,9.0,85000.0,Automatic,first,Petrol,1395000.0
860,Volkswagen,Tiguan,2017.0,7.0,110000.0,Automatic,first,Diesel,1495000.0
861,Mahindra,XUV 300,2021.0,3.0,18000.0,Automatic,first,Petrol,990000.0
862,Mahindra,XUV500,2016.0,8.0,99344.0,Manual,second,Diesel,570000.0
863,Tata,Safari,2022.0,2.0,65000.0,Automatic,first,Diesel,2090000.0
864,Maruti Suzuki,Swift-Dzire,2013.0,11.0,73500.0,Manual,second,Petrol,370000.0
865,Maruti Suzuki,Ciaz,2017.0,7.0,75000.0,Automatic,second,Petrol,675000.0
866,Tata,Hexa,2017.0,7.0,81000.0,Automatic,first,Diesel,790000.0
867,Maruti Suzuki,Omni,2015.0,9.0,45100.0,Manual,first,Petrol,157000.0
868,Tata,Safari,2021.0,3.0,54000.0,Automatic,first,Diesel,1495000.0
869,Hyundai,Creta,2018.0,6.0,54000.0,Manual,second,Petrol,895000.0
870,Volkswagen,Polo GTI,2013.0,11.0,61000.0,Automatic,first,Petrol,410000.0
871,Hyundai,Grand i10,2019.0,5.0,51000.0,Manual,first,Petrol,521000.0
872,MG,Hector,2020.0,4.0,65000.0,Manual,second,Petrol,1125000.0
873,Skoda,Rapid,2017.0,7.0,49600.0,Manual,first,Petrol,665000.0
874,Hyundai,Verna,2022.0,2.0,50000.0,Manual,first,Diesel,1200000.0
875,Mahindra,Thar,2022.0,2.0,39000.0,Manual,first,Diesel,1450000.0
876,Toyota,Fortuner,2010.0,14.0,279000.0,Manual,first,Diesel,1249000.0
877,Renault,Duster,2015.0,9.0,76000.0,Manual,second,Petrol,425000.0
878,Skoda,Rapid,2015.0,9.0,71000.0,Automatic,second,Petrol,395000.0
879,Audi,A6,2017.0,7.0,29500.0,Automatic,second,Diesel,2150000.0
880,Honda,Jazz,2016.0,8.0,63210.0,Manual,first,Petrol,421000.0
881,Kia,Seltos,2021.0,3.0,35000.0,Automatic,first,Diesel,1735000.0
882,Honda,Civic,2011.0,13.0,82000.0,Manual,first,Petrol,230000.0
883,Chevrolet,Optra,2009.0,15.0,97000.0,Manual,second,Petrol,250000.0
884,Maruti Suzuki, Wagon R,2017.0,7.0,41000.0,Automatic,first,Petrol,465000.0
885,Kia,Seltos,2019.0,5.0,22000.0,Automatic,second,Petrol,1195000.0
886,Mahindra,Bolero,2018.0,6.0,85000.0,Manual,second,Diesel,625000.0
887,Hyundai,Creta,2019.0,5.0,50000.0,Manual,first,Petrol,975000.0
888,Honda,Brio,2015.0,9.0,65000.0,Manual,first,Petrol,375000.0
889,Maruti Suzuki,Ritz,2014.0,10.0,9000.0,Manual,second,Diesel,320000.0
890,Audi,Q5,2012.0,12.0,76532.0,Automatic,second,Diesel,950000.0
891,Maruti Suzuki,Ritz,2012.0,12.0,62000.0,Manual,first,Diesel,369000.0
892,Mahindra,Bolero Power Plus,2018.0,6.0,20.0,Automatic,second,Diesel,670000.0
893,BMW,3 Series,2010.0,14.0,65000.0,Automatic,first,Diesel,489000.0
894,Renault,Triber,2022.0,2.0,39000.0,Automatic,first,Diesel,750000.0
895,Hyundai,Creta,2017.0,7.0,67000.0,Automatic,first,Petrol,790000.0
896,BMW,3 Series,2013.0,11.0,57000.0,Automatic,first,Diesel,1200000.0
897,Maruti Suzuki,Celerio,2016.0,8.0,94000.0,Automatic,second,Petrol,305000.0
898,Maruti Suzuki,Celerio,2015.0,9.0,71000.0,Manual,second,Diesel,375000.0
899,Hyundai,Tucson,2017.0,7.0,72431.0,Automatic,second,Diesel,1049000.0
900,Mahindra,Scorpio,2012.0,12.0,95000.0,Manual,first,Diesel,545000.0
901,Maruti Suzuki,Celerio,2015.0,9.0,80000.0,Manual,second,Petrol,430000.0
902,Mercedes-Benz,GL-Class,2012.0,12.0,95000.0,Automatic,second,Diesel,1449000.0
903,Toyota,Innova Crysta,2016.0,8.0,94100.0,Manual,first,Diesel,1835000.0
904,Toyota,Fortuner,2015.0,9.0,125000.0,Automatic,first,Diesel,1125000.0
905,Hyundai,Creta,2017.0,7.0,77000.0,Manual,first,Petrol,770000.0
906,Tata,Harrier,2024.0,0.0,4200.0,Automatic,first,Diesel,2125000.0
907,Ford,Fiesta Classic,2011.0,13.0,135000.0,Manual,second,Diesel,225000.0
908,Hyundai,Verna,2008.0,16.0,71000.0,Manual,second,Petrol,250000.0
909,Tata,Harrier,2022.0,2.0,20000.0,Automatic,first,Diesel,2150000.0
910,Mercedes-Benz,GLA Class,2017.0,7.0,32600.0,Automatic,second,Petrol,1750000.0
911,Mahindra,Scorpio,2020.0,4.0,48100.0,Manual,first,Diesel,1250000.0
912,Honda,City,2013.0,11.0,107565.0,Manual,second,Petrol,425000.0
913,Tata,Nexon,2019.0,5.0,74576.0,Manual,first,Diesel,640000.0
914,Maruti Suzuki,Ciaz,2014.0,10.0,75000.0,Manual,first,Petrol,475000.0
915,Maruti Suzuki,Baleno,2020.0,4.0,45124.0,Manual,first,Petrol,650000.0
916,Hyundai,Elite i20,2018.0,6.0,78000.0,Manual,second,Diesel,625000.0
917,Toyota,Etios,2011.0,13.0,65321.0,Manual,second,Diesel,219101.0
918,Isuzu,MUX,2019.0,5.0,185000.0,Automatic,first,Diesel,1535000.0
919,Honda,Jazz,2016.0,8.0,46000.0,Automatic,second,Petrol,450000.0
920,Maruti Suzuki,Alto,2012.0,12.0,63000.0,Manual,first,Petrol,199000.0
921,Maruti Suzuki,Ritz,2014.0,10.0,65000.0,Manual,second,Petrol,275000.0
922,Maruti Suzuki,Ignis,2017.0,7.0,88000.0,Manual,second,Petrol,410000.0
923,Audi,A4,2015.0,9.0,85000.0,Automatic,second,Diesel,610000.0
924,Honda,City,2015.0,9.0,71000.0,Manual,second,Petrol,498000.0
925,Maruti Suzuki,Swift,2018.0,6.0,65000.0,Manual,first,Diesel,650000.0
926,Mahindra,XUV500,2016.0,8.0,81000.0,Manual,first,Diesel,690000.0
927,BMW,7 Series,2009.0,15.0,40000.0,Automatic,first,Petrol,1000000.0
928,Kia,Seltos,2020.0,4.0,70000.0,Automatic,first,Diesel,1550000.0
929,Tata,Safari Storme,2017.0,7.0,96000.0,Manual,second,Diesel,675000.0
930,Toyota,Fortuner,2015.0,9.0,150000.0,Automatic,second,Diesel,1450000.0
931,Honda,City,2018.0,6.0,82000.0,Manual,second,Petrol,650000.0
932,Maruti Suzuki,Swift,2017.0,7.0,129000.0,Manual,first,Diesel,539000.0
933,Maruti Suzuki,Alto-K10,2012.0,12.0,100000.0,Manual,second,Petrol,200000.0
934,Volkswagen,VentoTest,2015.0,9.0,104771.0,Automatic,second,Diesel,450000.0
935,Tata,Indica Ev2,2012.0,12.0,190000.0,Manual,first,Diesel,85000.0
936,Tata,Tigor,2017.0,7.0,49000.0,Automatic,second,Petrol,430000.0
937,Honda,City,2017.0,7.0,70000.0,Manual,second,Petrol,685000.0
938,Kia,Seltos,2021.0,3.0,35213.0,Automatic,first,Petrol,1095000.0
939,Mercedes-Benz,E-Class,2012.0,12.0,59695.0,Automatic,second,Diesel,1545000.0
940,Maruti Suzuki,Swift-Dzire,2014.0,10.0,23.0,Automatic,second,Diesel,375000.0
941,Hyundai,Grand i10,2016.0,8.0,45000.0,Manual,second,Petrol,330000.0
942,Tata,Nexon,2020.0,4.0,30000.0,Manual,first,Petrol,775000.0
943,Tata,Nexon,2019.0,5.0,31000.0,Manual,first,Petrol,600000.0
944,Hyundai,Creta,2020.0,4.0,55000.0,Automatic,second,Petrol,1325000.0
945,Maruti Suzuki,Ertiga,2023.0,1.0,8500.0,Automatic,first,Petrol,1051000.0
946,Tata,Safari,2013.0,11.0,87312.0,Manual,first,Diesel,349444.0
947,Maruti Suzuki,Baleno,2018.0,6.0,72000.0,Automatic,second,Petrol,530000.0
948,Toyota,Fortuner,2010.0,14.0,126000.0,Manual,first,Diesel,570000.0
949,Audi,A4,2013.0,11.0,55000.0,Automatic,second,Diesel,785000.0
950,Toyota,Etios Liva,2016.0,8.0,148000.0,Manual,first,Diesel,549000.0
951,Toyota,2.8 Legender 4X2,2015.0,9.0,175300.0,Automatic,second,Diesel,1000000.0
952,Volkswagen,CrossPolo,2014.0,10.0,104600.0,Manual,second,Diesel,449000.0
953,Maruti Suzuki,Vitara-Brezza,2019.0,5.0,35000.0,Automatic,second,Diesel,680000.0
954,MG,Hector Plus,2023.0,1.0,27002.0,Automatic,first,Petrol,2100002.0
955,Mercedes-Benz,GL-Class,2014.0,10.0,94500.0,Automatic,second,Diesel,2150000.0
956,Maruti Suzuki,Swift,2016.0,8.0,1.0,Manual,first,Petrol,510000.0
957,Maruti Suzuki,Baleno,2016.0,8.0,90000.0,Manual,second,Diesel,500000.0
958,Maruti Suzuki,Swift-Dzire,2017.0,7.0,42000.0,Manual,second,Petrol,490000.0
959,Hyundai,Santro Xing,2009.0,15.0,36200.0,Manual,first,Petrol,91500.0
960,Toyota,Innova Crysta,2018.0,6.0,98000.0,Automatic,second,Diesel,1650000.0
961,BMW,X3,2012.0,12.0,75000.0,Automatic,second,Diesel,1975000.0
962,Kia,Seltos,2020.0,4.0,34000.0,Manual,first,Diesel,1075000.0
963,Maruti Suzuki,Wagon-R,2009.0,15.0,18000.0,Manual,second,Petrol,135000.0
964,Toyota,Innova Crysta,2020.0,4.0,33000.0,Manual,second,Diesel,1250000.0
965,Tata,Harrier,2021.0,3.0,29336.0,Manual,first,Diesel,2185000.0
966,Honda,Jazz,2011.0,13.0,90000.0,Manual,second,Petrol,199000.0
967,Maruti Suzuki,Swift-Dzire,2014.0,10.0,53000.0,Manual,first,Diesel,285000.0
